Time,il_crest_X,il_crest_Z,grt_troc_X,grt_troc_Z,lat_con_X,lat_con_Z,lat_mall_X,lat_mall_Z,heel_X,heel_Z,5th_mtar_X,5th_mtar_Z,trunk_angle,thigh_angle,shank_angle,foot_angle,hip_angle,knee_angle,ankle_angle,hip_velocity,knee_velocity,ankle_velocity,heel_velo,heel_accel
0.335,0.6693110000000001,1.062122,0.6862870000000001,0.9400890000000001,0.8583540000000001,0.552362,0.880349,0.099017,0.859839,0.045182,0.99985,0.040919,97.91958640912712,113.93087750187698,92.7776489170499,69.14421425034173,-16.011291092749858,21.153228584827076,23.63343466670817,-131.26115683930936,138.759725158357,-148.40261750683922,0.0122999999999998,-2.37999999999988
0.34,0.6786989999999999,1.06393,0.6930320000000001,0.941326,0.864774,0.5527949999999999,0.880093,0.099358,0.859987,0.045131000000000004,0.9998060000000001,0.040268,96.66788729344717,113.84682244493906,91.93495533522527,69.65649365069525,-17.1789351514919,21.911867109713796,22.278461684530015,-121.88914277408486,99.37832450422282,-82.02186770944773,-0.003399999999999253,-1.1600000000000539
0.345,0.6878610000000001,1.066008,0.701317,0.9431130000000001,0.870851,0.5528150000000001,0.8814,0.09903100000000001,0.860195,0.04514800000000001,1.000203,0.039757,96.24852971350192,113.47871223399262,91.33170040412332,68.51848441450963,-17.2301825204907,22.1470118298693,22.813215989613695,-35.817056499768,46.23471778887044,10.14139320054999,0.0006999999999993155,0.2899999999998767
0.35,0.697605,1.068121,0.709511,0.944889,0.8763690000000001,0.5528540000000001,0.881765,0.09912900000000001,0.860281,0.045138,1.000345,0.039366,95.51847603314421,113.05558174963379,90.68136746203129,68.30149184549578,-17.537105716489577,22.3742142876025,22.379875616535514,-53.76949906100629,37.516281587016884,-84.03576121245628,-0.0005000000000004996,0.4300000000001513
0.355,0.7071090000000001,1.07025,0.7175670000000001,0.9465760000000001,0.881487,0.5528099999999999,0.8821140000000001,0.09918300000000001,0.8603970000000001,0.045143,1.000506,0.039028,94.8334909014942,112.60136841259497,90.0791937668555,68.10633538936636,-17.767877511100764,22.52217464573947,21.972858377489132,1.0445936577070816,32.181115319752934,-71.02053970015157,0.005000000000000833,0.48000000000006293
0.36,0.715583,1.072562,0.725654,0.948275,0.88673,0.552766,0.88248,0.099151,0.8604510000000001,0.045188000000000006,1.000604,0.038702,94.63256697000065,112.15922674991316,89.46320130911313,67.79353108957913,-17.526659779912507,22.696025440800028,21.669670219533998,59.34094426282707,19.939570233661623,-117.9019123163015,0.004300000000000134,0.10999999999990166
0.365,0.7239099999999999,1.0748879999999998,0.7335969999999999,0.950006,0.8910220000000001,0.5525979999999999,0.8822260000000001,0.099276,0.860476,0.045186000000000004,1.000331,0.038372,94.4355073352409,111.60997540371339,88.8884050556373,68.09456580131119,-17.174468068472493,22.721570348076085,20.793839254326116,70.7283618430892,-13.04656993930705,-103.45037981671075,0.00609999999999985,0.929999999999957
0.37,0.7324740000000001,1.077212,0.741629,0.9518110000000001,0.894966,0.5522480000000001,0.882546,0.099297,0.860483,0.045249000000000004,1.000445,0.038105,94.17551629842562,110.99489245990723,88.42933271850028,67.79416629713339,-16.819376161481614,22.565559741406958,20.63516642136689,93.53887090526732,-38.107360962203494,-27.194921093138166,0.013599999999999711,0.049999999999980484
0.375,0.740637,1.079588,0.749675,0.953671,0.898682,0.551814,0.882912,0.09929500000000001,0.860536,0.045322,1.00056,0.037873,94.10550355703238,110.3445829164522,88.00408617799815,67.48219613460341,-16.23907935941982,22.34049673845405,20.521890043394734,108.10778868382006,-47.132451229747076,-55.84143006648498,0.006599999999999656,-0.07999999999994116
0.38,0.7490370000000001,1.081963,0.757739,0.955616,0.9023370000000001,0.5512859999999999,0.883269,0.09935,0.860895,0.045315,1.000696,0.037563000000000006,93.93995695987313,109.67825523451654,87.58402000540706,67.50726788470502,-15.738298274643412,22.094235229109486,20.07675212070204,118.87332883897405,-50.920169526958105,-53.61255264154887,0.012800000000000299,4.429999999999981
0.385,0.7571060000000001,1.084248,0.7658490000000001,0.957701,0.905966,0.5508310000000001,0.883663,0.099451,0.860947,0.045450000000000004,1.000741,0.037455,93.9522251580863,109.00257122911638,87.17127618593192,67.18551166895267,-15.050346071030077,21.83129504318447,19.985764516979245,132.801723943838,-53.0007518263019,-4.18699379204099,0.05089999999999951,0.6399999999999451
0.39,0.765356,1.08655,0.774021,0.9597859999999999,0.90953,0.55054,0.8839779999999999,0.09965900000000001,0.860817,0.045824,1.000942,0.037340000000000005,93.9103913448416,108.32067238004663,86.75644466920016,66.72156248641853,-14.410281035205031,21.564227710846467,20.03488218278163,148.50350546404613,-49.13866740858022,-42.72003500159936,0.019199999999999755,-5.149999999999937
0.395,0.77309,1.088822,0.7821950000000001,0.961867,0.913303,0.5502440000000001,0.88439,0.099777,0.8611530000000001,0.045642,1.000982,0.037261,94.10213384605858,107.66744486244819,86.32753649334953,66.76897232638628,-13.565311016389614,21.339908369098666,19.55856416696325,28.23883873849977,-31.030598453227725,-58.594125510126055,-0.0005999999999999056,1.0400000000000666
0.4,0.781189,1.09108,0.788112,0.9634860000000001,0.9163519999999999,0.550068,0.8847160000000001,0.099946,0.8612150000000001,0.045818,1.00108,0.037205,93.10571125551118,107.23360390333121,85.97968217701703,66.53074124933666,-14.127892647820033,21.25392172631419,19.44894092768037,32.62167358725773,-39.51388586058183,-28.519488205091623,0.02960000000000043,3.130000000000019
0.405,0.789324,1.093345,0.796652,0.965635,0.919915,0.550122,0.8851190000000001,0.10013,0.861336,0.04593800000000001,1.001147,0.037162999999999995,93.284030892053,106.52312517257003,85.57835566207719,66.30498637716485,-13.239094280517037,20.944769510492847,19.273369284912334,215.74532810272544,-36.21709664452925,-344.38263798758743,0.030700000000000314,0.5799999999999083
0.41,0.797288,1.0954849999999998,0.805713,0.9677770000000001,0.923451,0.550165,0.8830950000000001,0.10213,0.861426,0.046125,1.001222,0.037106,93.77437968065767,105.74481904745046,84.85306828758156,68.84795373977705,-11.970439366792789,20.8917507598689,16.00511454780451,249.65800483563757,-47.26037727106722,-349.74548398478925,0.03539999999999949,0.6299999999999908
0.415,0.8054779999999999,1.0976430000000001,0.8148610000000001,0.969823,0.9267880000000001,0.550377,0.883399,0.102324,0.861545,0.046292,1.001295,0.037039,94.1984332583641,104.94094749052478,84.4687817527426,68.69286730767814,-10.742514232160673,20.472165737782177,15.775914445064458,238.18961330090198,-119.52105753968273,287.2543948810813,0.03700000000000019,-0.11999999999993116
0.42,0.8138110000000001,1.099773,0.823984,0.971842,0.930055,0.550648,0.8862410000000001,0.10068,0.861617,0.046495,1.001387,0.03696,94.54656059630685,104.13510383009061,84.43856364561854,65.56090514900322,-9.588543233783767,19.69654018447207,18.877658496615325,243.47695985310884,-123.79179014460095,291.73474571767144,0.034200000000000175,-0.22000000000001096
0.425,0.821741,1.101867,0.832999,0.9737380000000001,0.933137,0.5510839999999999,0.886572,0.100878,0.861739,0.046634,1.00142,0.036916,95.02137377819756,103.32911841182714,84.09487057549097,65.4016086732498,-8.307744633629582,19.234247836336166,18.693261902241176,210.73825115227274,-73.4891331543124,-47.96510875233078,0.03480000000000008,1.0899999999999774
0.43,0.83017,1.103957,0.841757,0.9754700000000001,0.936757,0.551652,0.886803,0.10115500000000001,0.861793,0.046843,1.001431,0.036842,95.15301349588687,102.6341742181479,83.67252536521896,65.27451795612694,-7.481160722261038,18.961648852928946,18.398007409092017,164.98670939651404,-71.19890241416721,-43.94054023210284,0.04509999999999996,1.7699999999999625
0.435,0.838333,1.106046,0.85013,0.977054,0.939532,0.552199,0.887062,0.101396,0.8618600000000001,0.047085,1.001457,0.036792000000000005,95.22546542513949,101.88334296480393,83.36108415260944,65.10722765268929,-6.65787753966444,18.522258812194494,18.253856499920147,147.91487200010337,-84.16049916318677,-12.43253831407144,0.05249999999999972,0.36000000000001275
0.44,0.846495,1.108098,0.8581920000000001,0.9785860000000001,0.942237,0.552674,0.8871910000000001,0.10158199999999999,0.8616440000000001,0.047368,1.001435,0.03675,95.16072149940219,101.16273350166219,83.04268964036511,64.76900761441381,-6.0020120022600025,18.120043861297077,18.273682025951302,125.63081838259069,-84.57860198547415,-18.940773251952674,0.04870000000000009,-0.8299999999999266
0.445,0.854716,1.1101079999999999,0.8661660000000001,0.979963,0.9447430000000001,0.5530660000000001,0.887362,0.101828,0.861702,0.047572,1.001419,0.036643,95.02786783861735,100.42943719445589,82.75296440211613,64.68851563471551,-5.401569355838532,17.67647279233975,18.06444876740062,111.67052968755219,-92.97060753836482,-33.132447917544965,0.04420000000000045,-0.4200000000000033
0.45,0.8629,1.1120670000000001,0.873897,0.9813189999999999,0.946986,0.553418,0.887587,0.102073,0.861775,0.047810000000000005,1.001462,0.036563000000000005,94.8077384279056,99.69304513329008,82.50270734737666,64.5603498006008,-4.88530670538448,17.190337785913428,17.942357546775852,99.51959570332028,-113.21820891425735,-15.518072433630422,0.04450000000000005,-0.22000000000014974
0.455,0.8711040000000001,1.114057,0.8814080000000001,0.982615,0.9485119999999999,0.5535460000000001,0.8878550000000001,0.10228100000000001,0.861897,0.048017000000000004,1.001482,0.036525,94.48236336632692,98.88873676513225,82.34444606193507,64.43517801887076,-4.406373398805329,16.544290703197177,17.909268043064316,77.78190198447838,-115.94275890984979,-3.3262875809100447,0.04199999999999895,-0.9900000000000164
0.46,0.879487,1.115928,0.8888550000000001,0.983808,0.950531,0.5538540000000001,0.888164,0.10252700000000001,0.861943,0.048229999999999995,1.001524,0.036456,94.05578306424714,98.16327074978683,82.1323605529719,64.22326588200515,-4.107487685539695,16.03091019681493,17.909094670966752,50.53027268382233,-103.14524528802869,-8.195373666535481,0.03459999999999988,3.82000000000018
0.465,0.8878680000000001,1.117807,0.896103,0.984924,0.952418,0.5541050000000001,0.888458,0.102755,0.862055,0.048363,1.001622,0.036317999999999996,93.54618807164792,97.44725874361502,81.93442049329813,64.10710618689917,-3.901070671967105,15.51283825031689,17.82731430639896,-34.82534010991446,-51.85662568625442,-268.8633781350772,0.08020000000000078,4.670000000000083
0.47,0.896279,1.119635,0.90202,0.9859990000000001,0.954385,0.5542670000000001,0.886453,0.104912,0.8617870000000001,0.049032,1.001686,0.036201000000000004,92.45991302868904,96.91565411532788,81.4033101753755,66.1828492857595,-4.455741086638838,15.512343939952387,15.220460889615993,-13.503934636752097,-56.84257605195197,-264.06041159597305,0.0813000000000005,-5.100000000000099
0.475,0.904649,1.1214359999999999,0.909616,0.987111,0.956256,0.554534,0.886751,0.105072,0.861891,0.049176000000000004,1.00178,0.036061,92.11768869634565,96.15379871468028,81.2093862248829,66.02267603444366,-4.036110018334625,14.944412489797372,15.186710190439243,79.97903055873216,-109.33251882595688,-2.2483823463389268,0.029200000000000035,-5.950000000000086
0.48,0.9128010000000001,1.123108,0.916984,0.988129,0.958185,0.5547690000000001,0.887082,0.105235,0.861971,0.049324,1.00186,0.035917000000000004,91.77502845368551,95.43097923473702,81.0119604830442,65.8139834168916,-3.6559507810515157,14.419018751692818,15.197977066152603,287.26135911327594,-100.46041632216705,-7.406465540192635,0.021799999999999577,-0.829999999999996
0.485,0.9156000000000001,1.124004,0.92406,0.9890180000000001,0.960127,0.554939,0.8873970000000001,0.10539799999999999,0.862107,0.049394,1.001959,0.035772,93.5862173496022,94.74971377680406,80.80990545022836,65.69725991519104,-1.1634964272018635,13.939808326575701,15.112645535037316,255.24266646011546,-98.10070596400769,-7.2427002816766555,0.020900000000000068,0.6300000000000047
0.49,0.924177,1.125529,0.931177,0.989788,0.961996,0.5551159999999999,0.8877100000000001,0.105535,0.862179,0.049533,1.001994,0.035627000000000006,92.95205940081286,94.05558351726322,80.61757182521048,65.49202176187464,-1.1035241164503589,13.43801169205274,15.125550063335837,-16.945076333144,-100.19939626592694,-5.0335373326063815,0.02809999999999963,4.8099999999999445
0.495,0.933414,1.1269749999999998,0.938252,0.990522,0.963828,0.555352,0.887991,0.105749,0.862275,0.049675,1.0020280000000001,0.035534,92.03059599410194,93.36354318463525,80.42572882071882,65.36341865900756,-1.3329471905333037,12.93781436391643,15.062310161711252,-34.31280888584209,-99.6036337388289,46.123159493859546,0.06899999999999956,4.5200000000000715
0.5,0.942532,1.1282750000000001,0.9454370000000001,0.9912200000000001,0.965686,0.555523,0.888193,0.10600100000000001,0.861746,0.050223,1.002104,0.035393,91.21425209113046,92.66090429643924,80.21892894177479,64.63214728350036,-1.44665220530878,12.44197535466445,15.586781658274433,-10.474295707287231,-101.21676925318033,45.2319523527279,0.07330000000000038,-2.909999999999922
0.505,0.951322,1.129315,0.95257,0.991852,0.9674750000000001,0.555833,0.88846,0.106239,0.861851,0.050408,1.002098,0.035338,90.52016301355553,91.95785316116171,80.03220648977708,64.51757680453855,-1.437690147606176,11.925646671384627,15.514629685238532,21.865310026790024,-102.23435081158945,-16.32182982547191,0.03990000000000032,-2.87000000000002
0.51,0.959718,1.1301880000000002,0.95978,0.99245,0.96933,0.556103,0.888715,0.106526,0.861943,0.050622,1.002078,0.03529,90.02579054501946,91.25378965006034,79.83415780351179,64.41059444349207,-1.2279991050408796,11.419631846548555,15.423563360019713,70.08896674714998,-100.14462476697466,-17.44701653782242,0.04460000000000015,-4.0500000000000185
0.515,0.967554,1.130904,0.967101,0.9930030000000001,0.9712820000000001,0.556342,0.888973,0.106798,0.86203,0.050854,1.002065,0.035277,89.81178602939815,90.54858650953283,79.62438608581795,64.28422656595764,-0.7368004801346757,10.924200423714879,15.340159519860308,116.13462051505924,-100.09507698105003,-73.97530833409853,-0.0005999999999999056,-3.6600000000000454
0.52,0.9752050000000001,1.1314600000000001,0.97462,0.9934550000000001,0.9732759999999999,0.556474,0.889224,0.107125,0.862538,0.050616,1.0020710000000002,0.035269,89.75712597183922,89.8237788717295,79.40509779499145,64.72128751831272,-0.06665289989028622,10.418681076738054,14.683810276678727,144.69425989060895,-103.52006747994542,-77.66012313249313,0.007999999999999667,6.219999999999964
0.525,0.9827960000000001,1.13201,0.982288,0.993793,0.9752630000000001,0.5566720000000001,0.889505,0.107527,0.862665,0.050934,1.002055,0.035284,89.78941718505043,89.07927506627901,79.19027531736359,64.62671702882821,0.7101421187714152,9.888999748915424,14.563558288535376,159.99513432454634,-124.75560843193836,142.9483337064524,0.061599999999999794,5.250000000000036
0.53,0.990419,1.13236,0.9900720000000001,0.9940410000000001,0.977272,0.556855,0.891011,0.106715,0.862788,0.051232,1.00202,0.035296,89.85626274204884,88.32296429869366,79.151839306275,63.03854569253174,1.5332984433551786,9.171124992418669,16.113293613743252,113.59075436553486,-111.55796126606096,144.8022364598897,0.06050000000000008,0.7100000000000155
0.535,0.9978980000000001,1.1327180000000001,0.9968210000000001,0.9942799999999999,0.9793200000000001,0.556979,0.891348,0.107136,0.8629260000000001,0.051539,1.002027,0.035326,89.55426754452475,87.70821788209798,78.93479774584317,62.923217092708896,1.8460496624267648,8.773420136254813,16.011580653134274,85.88482987717889,-85.93487002178357,-9.729633605215318,0.06869999999999996,1.0599999999999477
0.54,1.005557,1.13285,1.004148,0.9943160000000001,0.981425,0.5570660000000001,0.8917050000000001,0.10751600000000001,0.8630059999999999,0.051919,1.002056,0.035345,89.41727684314353,87.02513010101656,78.71335380881573,62.697356531124626,2.392146742126968,8.311776292200832,16.0159972776911,99.88534210049656,-78.62643002433025,-6.168713879078064,0.07109999999999957,0.0
0.545,1.013101,1.132922,1.011328,0.9942880000000001,0.983981,0.556894,0.892087,0.10782,0.8631409999999999,0.05225,1.002037,0.035397,89.26728018255093,86.4223770991192,78.43522126310769,62.4853277487642,2.8449030834317313,7.98715583601151,15.949893514343493,102.26606668295082,-87.48058985965336,-8.525844816461607,0.06869999999999996,-0.03999999999990119
0.55,1.02063,1.132865,1.018496,0.9941420000000001,0.985669,0.557162,0.892425,0.10821,0.8632770000000001,0.052606,1.002091,0.035442,89.11867858845842,85.70387117950195,78.26690078589765,62.336161956371164,3.4148074089564773,7.436970393604298,15.930738829526483,168.54318254415674,-99.73704916467474,-4.416129173836222,0.07070000000000055,-0.05000000000004996
0.555,1.026724,1.132599,1.025682,0.9938600000000001,0.987782,0.557207,0.892826,0.10856600000000001,0.863437,0.052957000000000004,1.00211,0.035473,89.56968783300893,85.03935292413563,78.04956757977087,62.143835357165734,4.5303349088733,6.989785344364762,15.905732222605131,151.55123680957686,-85.88839903180336,-4.3903262307360045,0.06819999999999946,1.4299999999999966
0.56,1.034349,1.132337,1.032732,0.993472,0.989972,0.557173,0.893261,0.10894100000000001,0.863592,0.053287999999999995,1.002138,0.035522,89.33285501458344,84.4025352375312,77.82444883424493,61.93761326702581,4.930319777052247,6.578086403286264,15.886835567219123,62.979325259629285,-79.50919069535526,11.253504320476653,0.08500000000000053,0.4400000000002461
0.565,1.042308,1.13198,1.039733,0.992998,0.9922150000000001,0.557115,0.893633,0.109344,0.863561,0.053807,1.0021950000000002,0.035506,88.93856935408418,83.7784411926146,77.58374775520338,61.56548048939348,5.160128161469586,6.1946934374112175,16.018267265809897,16.873041909249938,-65.554456559645,-17.766329401647067,0.07260000000000187,-3.0700000000000713
0.57,1.050849,1.131271,1.046751,0.992401,0.994905,0.556918,0.894024,0.10970600000000001,0.863885,0.054014000000000006,1.002229,0.035495,88.3097142318884,83.21066403574366,77.28812219805384,61.57894992485119,5.099050196144745,5.9225418376898205,15.709172273202654,28.27382875353945,-61.74928696328544,-34.681628536866754,0.05430000000000013,-0.6000000000002623
0.575,1.058448,1.1305930000000002,1.053728,0.9917279999999999,0.997323,0.5568150000000001,0.8944650000000001,0.110107,0.864017,0.05435,1.002304,0.035451,88.05327472271105,82.61040827370607,77.03320770592771,61.36175672548648,5.442866449004981,5.5772005677783625,15.671450980441229,119.96746629557852,-82.40961937528645,-8.371357727117605,0.06659999999999924,1.460000000000001
0.58,1.0660450000000001,1.129798,1.06162,0.99064,0.999726,0.556837,0.8948680000000001,0.11042,0.864169,0.05468,1.002331,0.035399,88.17870030011824,81.8799754410177,76.78152979708075,61.15607110114927,6.298724859100531,5.098445643936955,15.625458695931478,128.08406229022881,-80.82050808872474,-8.681582741277786,0.06890000000000016,0.3000000000000916
0.585,1.073652,1.1288420000000001,1.068786,0.989709,1.002335,0.5568010000000001,0.8952770000000001,0.110726,0.864307,0.055039000000000005,1.002377,0.035322000000000006,87.9969692780026,81.27326220609532,76.50426671920421,60.91963156617576,6.7237070719072705,4.768995486891114,15.58463515302845,87.94022966202981,-73.14003048002313,-9.202646906911829,0.06960000000000016,0.4799999999999925
0.59,1.081149,1.127882,1.075838,0.988769,1.004626,0.5569510000000001,0.8956710000000001,0.111066,0.8644640000000001,0.055376,1.002437,0.035259,87.81364665298422,80.63551949726339,76.26847415812666,60.735041931264306,7.17812715572083,4.367045339136723,15.53343222686236,78.97922268155064,-68.71622608790057,-9.080083765421412,0.07370000000000008,1.009999999999967
0.595,1.088713,1.1267829999999999,1.0828250000000001,0.987751,1.0073429999999999,0.556969,0.896083,0.111404,0.864592,0.055776000000000006,1.002467,0.035216000000000004,87.57497496425782,80.06147566553504,75.97964243952293,60.4858081241487,7.5134992987227776,4.081833226012108,15.493834315374237,79.18913250604326,-57.370359993622294,-12.858420545087046,0.07969999999999984,0.5399999999999151
0.6,1.096145,1.1256920000000001,1.0899400000000001,0.986639,1.0101040000000001,0.5569310000000001,0.8964840000000001,0.111779,0.864737,0.056173,1.002409,0.035216000000000004,87.44496977124068,79.47495129045942,75.68160955125892,60.27676152984743,7.970018480781263,3.7933417392004998,15.404848021411489,83.86251175184178,-56.33819245373525,-17.168239224375256,0.07909999999999924,0.05000000000004996
0.605,1.1036130000000002,1.124539,1.09695,0.985576,1.012866,0.5568869999999999,0.896894,0.112163,0.864876,0.056567,1.00235,0.035215,87.25488350517591,78.90275908893472,75.38430778745996,60.062155864329476,8.352124416241196,3.518451301474755,15.322151923130484,86.37846363402979,-55.73570372832814,-16.568996695397672,0.08020000000000034,0.20000000000006107
0.61,1.1110540000000002,1.1233,1.1041310000000002,0.9843350000000001,1.015713,0.556848,0.897324,0.11259000000000001,0.8650059999999999,0.056975000000000005,1.0023,0.035252000000000006,87.14797957379021,78.31417645666865,75.07819175475143,59.83903370029392,8.833803117121562,3.235984701917218,15.239158054457512,81.61700298053056,-57.47521129157173,-15.534681495483213,0.08109999999999985,0.7899999999999553
0.615,1.118453,1.122023,1.110972,0.9832770000000001,1.018324,0.556732,0.8977890000000001,0.113038,0.865179,0.057378,1.0022469999999999,0.035314,86.91367624651642,77.74538180046991,74.80168261191088,59.634877503735225,9.168294446046502,2.9436991885590373,15.166805108175652,70.03511599429112,-44.932149852623084,-14.076137465465864,0.0880999999999999,1.2600000000000087
0.62,1.125856,1.120665,1.1180260000000002,0.982105,1.021592,0.556566,0.8982519999999999,0.113473,0.86529,0.057856000000000005,1.002158,0.035373,86.76566595549097,77.2315116784265,74.44484847503551,59.34645179523266,9.534154277064474,2.7866632033909866,15.098396679802853,82.3260841317505,-31.39725279538223,-20.07442650774605,0.09369999999999995,0.7499999999999167
0.625,1.133434,1.11923,1.1254110000000002,0.980673,1.0250530000000002,0.556311,0.8987430000000001,0.113929,0.865457,0.058315,1.0021010000000001,0.035421,86.68604749978056,76.69449221241655,74.06476555181133,59.09870470871314,9.991555287364008,2.6297266606052148,14.966060843098191,87.43978566212,-22.911540570834156,-28.143515153530505,0.09559999999999907,1.070000000000027
0.63,1.1410250000000002,1.1176869999999999,1.132818,0.979191,1.028844,0.555879,0.899263,0.114388,0.865639,0.058811999999999996,1.0020850000000001,0.035468000000000006,86.60873081576825,76.20017868208258,73.64263088439994,58.82566935613239,10.408552133685674,2.557547797682645,14.816961528267548,91.3976385402477,-14.460793982640029,-25.12048066797019,0.10440000000000023,1.930000000000123
0.635,1.148696,1.116088,1.140463,0.9775650000000001,1.0327790000000001,0.5553150000000001,0.899866,0.114863,0.8658440000000001,0.059359,1.002074,0.03548,86.59867391233934,75.69314223957285,73.20802351879404,58.49316748237555,10.905531672766486,2.4851187207788143,14.714856036418489,87.89813065505705,-3.848310055454359,-25.820283701024472,0.11490000000000032,1.4499999999999902
0.64,1.156466,1.114393,1.148069,0.975924,1.03713,0.554781,0.900482,0.11543,0.8660420000000001,0.059961,1.002097,0.035464,86.5297343999995,75.24220095976325,72.72313626263515,58.16437757137785,11.287533440236245,2.519064697128101,14.558758691257303,86.84250705456684,4.512886084592078,-40.25182568939908,0.11890000000000014,0.42999999999994254
0.645,1.164235,1.112701,1.155856,0.974208,1.0414290000000002,0.554096,0.9010549999999999,0.116001,0.866298,0.060548000000000005,1.002157,0.035435,86.53775384915855,74.7637971058464,72.23354952422166,57.92121174469716,11.773956743312155,2.530247581624735,14.312337779524498,87.54163010440685,5.54884392278438,-36.040319859579704,0.11919999999999975,0.5099999999998851
0.65,1.172088,1.1109490000000002,1.163568,0.972523,1.0458589999999999,0.553339,0.901721,0.11647199999999999,0.866536,0.061153,1.0021660000000001,0.035417000000000004,86.47793761788462,74.3149878766043,71.74043474024836,57.542079247586855,12.162949741280315,2.574553136355945,14.198355492661506,79.8665278636846,10.154905876393618,-35.12946271099719,0.123999999999999,2.189999999999965
0.655,1.180148,1.109143,1.171508,0.9707640000000001,1.0504369999999998,0.552547,0.902375,0.11704900000000001,0.866846,0.061787999999999996,1.0022250000000001,0.035336,86.42724869919604,73.85462667724704,71.22283003685837,57.26178688444384,12.572622021949002,2.6317966403886714,13.961043152414526,86.06386216055874,10.054428413272367,-30.850990880629297,0.14109999999999942,3.560000000000085
0.66,1.1881089999999999,1.1073240000000002,1.179446,0.9690190000000001,1.055034,0.5518930000000001,0.903104,0.11763200000000001,0.867106,0.062564,1.002285,0.035283,86.41585095696125,73.39226259407535,70.71716517358668,56.82731958973147,13.023588362885903,2.675097420488669,13.889845583855212,72.07312877593488,14.546400551824933,-21.206503081237553,0.15959999999999988,2.5100000000001486
0.665,1.1962490000000001,1.105492,1.187234,0.967403,1.059714,0.551046,0.903867,0.118302,0.867442,0.063384,1.002316,0.035250000000000004,86.26480372405642,72.97145041434807,70.19418976844115,56.445211646839,13.293353309708351,2.777260645906921,13.74897812160215,62.48949593902745,19.92707166880761,-30.583011251279373,0.16620000000000093,1.7600000000000904
0.67,1.204493,1.1036400000000002,1.19528,0.9656680000000001,1.0645930000000001,0.550391,0.904656,0.119022,0.867797,0.064226,1.002352,0.035178,86.17977883041675,72.53129550814057,69.65692737096383,56.07291189962141,13.648483322276178,2.874368137176745,13.584015471342418,-21.992267507832235,44.89691135334506,-28.694139856475662,0.1772000000000008,2.7099999999999294
0.675,1.2127260000000002,1.101777,1.2016040000000001,0.963609,1.0696880000000002,0.5496530000000001,0.905514,0.119765,0.868173,0.065156,1.002413,0.03508,85.39783005893865,72.32439942430862,69.09816966486825,55.63613294183086,13.073430634630029,3.226229759440372,13.462036723037393,-36.13205708414423,50.94191432435902,-27.816477043657503,0.19330000000000025,2.949999999999892
0.68,1.221114,1.09992,1.209559,0.961963,1.074808,0.549081,0.906396,0.12063800000000001,0.868582,0.06615900000000001,1.0024600000000001,0.035005,85.21219634868982,71.92503359725508,68.54124631683474,55.2353956159289,13.287162751434735,3.3837872804203357,13.305850700905843,51.474092543838836,33.41641739460212,-29.517935605200993,0.20669999999999975,3.250000000000164
0.685,1.2296040000000001,1.0979960000000002,1.2178330000000002,0.9604260000000001,1.0801420000000002,0.5484020000000001,0.907334,0.121526,0.869019,0.067223,1.002454,0.035036000000000005,85.10947191475013,71.52130035468171,67.96090642129532,54.79404905430994,13.588171560068417,3.5603939333863934,13.166857366985383,63.129458413286635,37.37132405273978,-21.585259326419724,0.22580000000000192,4.550000000000292
0.69,1.2380609999999999,1.096124,1.226164,0.958858,1.0856240000000001,0.5477179999999999,0.908352,0.12246599999999999,0.869486,0.068417,1.00241,0.035189,85.04648842125344,71.12803108568585,67.37053056473812,54.28053245709647,13.918457335567595,3.7575005209477297,13.089998107641648,53.20202066670899,43.09313722599954,-20.769588535575636,0.2522000000000022,4.379999999999732
0.695,1.246732,1.094209,1.234454,0.9573200000000001,1.091195,0.546986,0.909371,0.123511,0.870026,0.069745,1.002473,0.035132,84.87467819523638,70.75448642850088,66.7631611228545,53.80399964122487,14.120191766735502,3.9913253056463844,12.959161481629629,43.74406666767779,49.93856242130046,-27.68702747764704,0.2695999999999988,3.089999999999751
0.7,1.255366,1.092347,1.2428160000000001,0.95575,1.096955,0.5462440000000001,0.9104500000000001,0.12462000000000001,0.870603,0.071113,1.002512,0.035135,84.7506243507852,70.39472634854083,66.1378402033801,53.324712370514916,14.355898002244373,4.256886145160735,12.813127832865177,49.79968721304853,64.96495478802296,-97.70594860710835,0.28309999999999974,3.9100000000001542
0.705,1.2639420000000001,1.090514,1.251215,0.954169,1.10288,0.545534,0.910866,0.125983,0.87124,0.072576,1.002547,0.035137999999999996,84.66723010934935,70.04904147048336,65.40806661695675,53.4259646213982,14.618188638865988,4.640974853526615,11.982101995558544,50.6991827125844,60.20081897403736,-13.401459883453258,0.30870000000000036,5.07000000000007
0.71,1.272551,1.0887360000000001,1.259639,0.952607,1.108915,0.544737,0.9128700000000001,0.126988,0.871895,0.0742,1.00259,0.035194,84.58163656114999,69.71874673177977,64.85985239687867,52.18073916284802,14.862889829370218,4.858894334901109,12.679113234030645,51.53658777224162,64.64611077666541,-11.887438377393512,0.3338000000000005,4.31999999999987
0.715,1.281197,1.0869849999999999,1.268162,0.9510130000000001,1.115062,0.5439020000000001,0.9133840000000001,0.128506,0.8726480000000001,0.07591400000000001,1.002603,0.035299,84.52405548628832,69.39050096969991,64.10306500840665,52.239837396622036,15.133554516588404,5.287435961293269,11.863227611784609,55.691756920215546,67.8747822434452,10.355718362092139,0.3518999999999991,3.999999999999828
